name,title,province_name,province_price
苹果,一亩田2020-06-16苹果价格行情分布,宁夏,1.54
苹果,一亩田2020-06-16苹果价格行情分布,内蒙古,1.57
柑桔,一亩田2020-06-16柑桔价格行情分布,浙江,3.88
柑桔,一亩田2020-06-16柑桔价格行情分布,上海,1.25
柑桔,一亩田2020-06-16柑桔价格行情分布,湖北,1.23
柑桔,一亩田2020-06-16柑桔价格行情分布,安徽,9.22
橙子,一亩田2020-06-16橙子价格行情分布,北京,1.33
橙子,一亩田2020-06-16橙子价格行情分布,海南,7
哈密瓜,一亩田2020-06-16哈密瓜价格行情分布,海南,1.99
哈密瓜,一亩田2020-06-16哈密瓜价格行情分布,甘肃,1.85
哈密瓜,一亩田2020-06-16哈密瓜价格行情分布,辽宁,1.1
苹果,一亩田2020-06-16苹果价格行情分布,四川,2.41
苹果,一亩田2020-06-16苹果价格行情分布,湖南,2.15
苹果,一亩田2020-06-16苹果价格行情分布,海南,2.25
苹果,一亩田2020-06-16苹果价格行情分布,云南,15.17
柑桔,一亩田2020-06-16柑桔价格行情分布,广西,2.86
柑桔,一亩田2020-06-16柑桔价格行情分布,黑龙江,2.46
柑桔,一亩田2020-06-16柑桔价格行情分布,甘肃,1.48
柑桔,一亩田2020-06-16柑桔价格行情分布,辽宁,8.02
橙子,一亩田2020-06-16橙子价格行情分布,山东,0.2
橙子,一亩田2020-06-16橙子价格行情分布,新疆,16.66
橙子,一亩田2020-06-16橙子价格行情分布,广东,7.53
橙子,一亩田2020-06-16橙子价格行情分布,广西,2.97
哈密瓜,一亩田2020-06-16哈密瓜价格行情分布,山西,1.08
苹果,一亩田2020-06-16苹果价格行情分布,甘肃,3.55
苹果,一亩田2020-06-16苹果价格行情分布,重庆,1.28
柑桔,一亩田2020-06-16柑桔价格行情分布,吉林,2.46
柑桔,一亩田2020-06-16柑桔价格行情分布,海南,2.07
柑桔,一亩田2020-06-16柑桔价格行情分布,贵州,2.97
酸角,一亩田2020-06-16酸角价格行情分布,云南,8.97
酸角,一亩田2020-06-16酸角价格行情分布,海南,25
蓝靛果,一亩田2020-06-16蓝靛果价格行情分布,黑龙江,30
沙棘果,一亩田2020-06-16沙棘果价格行情分布,甘肃,20
树莓果,一亩田2020-06-16树莓果价格行情分布,浙江,30
树莓果,一亩田2020-06-16树莓果价格行情分布,山东,40
仙人掌果,一亩田2020-06-16仙人掌果价格行情分布,河北,0.9
仙人掌果,一亩田2020-06-16仙人掌果价格行情分布,海南,6.6
仙人掌果,一亩田2020-06-16仙人掌果价格行情分布,湖南,12
拐枣,一亩田2020-06-16拐枣价格行情分布,云南,15
拐枣,一亩田2020-06-16拐枣价格行情分布,广西,19.25
黑莓,一亩田2020-06-16黑莓价格行情分布,山东,0.75
黑莓,一亩田2020-06-16黑莓价格行情分布,江苏,3.46
白刺果,一亩田2020-06-16白刺果价格行情分布,广西,17
橙子,一亩田2020-06-16橙子价格行情分布,青海,1.16
橙子,一亩田2020-06-16橙子价格行情分布,河南,0.78
柑桔,一亩田2020-06-16柑桔价格行情分布,福建,2.92
柑桔,一亩田2020-06-16柑桔价格行情分布,山东,0.86
柑桔,一亩田2020-06-16柑桔价格行情分布,云南,3.74
柑桔,一亩田2020-06-16柑桔价格行情分布,湖南,1.5
酸角,一亩田2020-06-16酸角价格行情分布,河北,16
沙棘果,一亩田2020-06-16沙棘果价格行情分布,河南,16.66
沙棘果,一亩田2020-06-16沙棘果价格行情分布,山西,4
沙棘果,一亩田2020-06-16沙棘果价格行情分布,新疆,70
树莓果,一亩田2020-06-16树莓果价格行情分布,辽宁,30
树莓果,一亩田2020-06-16树莓果价格行情分布,吉林,38
树莓果,一亩田2020-06-16树莓果价格行情分布,江苏,11.9
树莓果,一亩田2020-06-16树莓果价格行情分布,黑龙江,11.24
拐枣,一亩田2020-06-16拐枣价格行情分布,安徽,27
拐枣,一亩田2020-06-16拐枣价格行情分布,河南,7.17
拐枣,一亩田2020-06-16拐枣价格行情分布,陕西,21.58
